"구분별(1)",구분별(2),2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017
"구분별(1)",구분별(2),도수관,도수관,도수관,도수관,도수관,송수관,송수관,송수관,송수관,송수관,배수관,배수관,배수관,배수관,배수관,급수관,급수관,급수관,급수관,급수관
"구분별(1)",구분별(2),계 (m),경년관 연장 (m),경년관 비율 (%),연장가중 평균연령 (년),비내식성 관로비율 (%),계 (m),경년관 연장 (m),경년관 비율 (%),연장가중 평균연령 (년),비내식성 관로비율 (%),계 (m),경년관 연장 (m),경년관 비율 (%),연장가중 평균연령 (년),비내식성 관로비율 (%),계 (m),경년관 연장 (m),경년관 비율 (%),연장가중 평균연령 (년),비내식성 관로비율 (%)
"대전광역시",에나멜코팅 도복장강관,0,0,0,0,0,0,0,0,0,0,149789,16433,11,18,0,0,0,0,0,0
"대전광역시",엑상에폭시 도복장강관,17550,0,0,26,0,0,0,0,0,0,235783,14307,6,16,0,0,0,0,0,0
"대전광역시",주철관,0,0,0,0,0,0,0,0,0,0,245977,83044,34,29,0,0,0,0,0,0
"대전광역시",덕타일주철관,1535,0,0,21,0,0,0,0,0,0,1659610,116632,7,15,0,0,0,0,0,0
"대전광역시",PVC관,0,0,0,0,0,0,0,0,0,0,24110,18647,77,24,0,156461,154579,99,30,0
"대전광역시",내충격수도관,0,0,0,0,0,0,0,0,0,0,516,0,0,1,0,26,0,0,1,0
"대전광역시",PE관,0,0,0,0,0,0,0,0,0,0,248375,180719,73,22,0,135663,68496,51,20,0
"대전광역시",아연도강관,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"대전광역시",동관,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"대전광역시",스테인레스관,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1021968,2571,0,14,0
"대전광역시",흄관,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-
