"행정구역별(시군구)","연령별","항목","단위","2015 년",
"경주시","65~69세","내국인(15세이상)-계","","13504",
"경주시","65~69세","내국인-미혼","","218",
"경주시","65~69세","내국인-배우자있음","","9854",
"경주시","65~69세","내국인-사별","","2762",
"경주시","65~69세","내국인-이혼","","670",
"경주시","70~74세","내국인(15세이상)-계","","12113",
"경주시","70~74세","내국인-미혼","","123",
"경주시","70~74세","내국인-배우자있음","","7416",
"경주시","70~74세","내국인-사별","","4258",
"경주시","70~74세","내국인-이혼","","316",
"경주시","75~79세","내국인(15세이상)-계","","10381",
"경주시","75~79세","내국인-미혼","","111",
"경주시","75~79세","내국인-배우자있음","","5061",
"경주시","75~79세","내국인-사별","","5081",
"경주시","75~79세","내국인-이혼","","128",
"경주시","80~84세","내국인(15세이상)-계","","6481",
"경주시","80~84세","내국인-미혼","","50",
"경주시","80~84세","내국인-배우자있음","","2370",
"경주시","80~84세","내국인-사별","","3983",
"경주시","80~84세","내국인-이혼","","78",
"경주시","85세이상","내국인(15세이상)-계","","3903",
"경주시","85세이상","내국인-미혼","","95",
"경주시","85세이상","내국인-배우자있음","","728",
"경주시","85세이상","내국인-사별","","3077",
"경주시","85세이상","내국인-이혼","","3",
"김천시","합계","내국인(15세이상)-계","","118738",
"김천시","합계","내국인-미혼","","32256",
"김천시","합계","내국인-배우자있음","","67238",
"김천시","합계","내국인-사별","","14568",
"김천시","합계","내국인-이혼","","4676",
"김천시","15~19세","내국인(15세이상)-계","","8497",
"김천시","15~19세","내국인-미혼","","8482",
"김천시","15~19세","내국인-배우자있음","","10",
"김천시","15~19세","내국인-사별","","4",
"김천시","15~19세","내국인-이혼","","1",
"김천시","20~24세","내국인(15세이상)-계","","8783",
"김천시","20~24세","내국인-미혼","","8584",
"김천시","20~24세","내국인-배우자있음","","185",
"김천시","20~24세","내국인-사별","","3",
"김천시","20~24세","내국인-이혼","","11",
"김천시","25~29세","내국인(15세이상)-계","","6399",
"김천시","25~29세","내국인-미혼","","5072",
"김천시","25~29세","내국인-배우자있음","","1303",
"김천시","25~29세","내국인-사별","","8",
"김천시","25~29세","내국인-이혼","","16",
"김천시","30~34세","내국인(15세이상)-계","","7875",
"김천시","30~34세","내국인-미혼","","3495",
"김천시","30~34세","내국인-배우자있음","","4222",
"김천시","30~34세","내국인-사별","","33",
"김천시","30~34세","내국인-이혼","","125",
"김천시","35~39세","내국인(15세이상)-계","","8314",
"김천시","35~39세","내국인-미혼","","2263",
"김천시","35~39세","내국인-배우자있음","","5746",
"김천시","35~39세","내국인-사별","","45",
"김천시","35~39세","내국인-이혼","","260",
"김천시","40~44세","내국인(15세이상)-계","","9298",
"김천시","40~44세","내국인-미혼","","1571",
"김천시","40~44세","내국인-배우자있음","","7063",
"김천시","40~44세","내국인-사별","","104",
"김천시","40~44세","내국인-이혼","","560",
"김천시","45~49세","내국인(15세이상)-계","","10550",
"김천시","45~49세","내국인-미혼","","1128",
"김천시","45~49세","내국인-배우자있음","","8239",
"김천시","45~49세","내국인-사별","","353",
"김천시","45~49세","내국인-이혼","","830",
"김천시","50~54세","내국인(15세이상)-계","","11245",
"김천시","50~54세","내국인-미혼","","664",
"김천시","50~54세","내국인-배우자있음","","9184",
"김천시","50~54세","내국인-사별","","455",
"김천시","50~54세","내국인-이혼","","942",
"김천시","55~59세","내국인(15세이상)-계","","11313",
"김천시","55~59세","내국인-미혼","","491",
"김천시","55~59세","내국인-배우자있음","","9084",
"김천시","55~59세","내국인-사별","","858",
"김천시","55~59세","내국인-이혼","","880",
"김천시","60~64세","내국인(15세이상)-계","","9381",
"김천시","60~64세","내국인-미혼","","175",
"김천시","60~64세","내국인-배우자있음","","7505",
"김천시","60~64세","내국인-사별","","1238",
"김천시","60~64세","내국인-이혼","","463",
"김천시","65~69세","내국인(15세이상)-계","","7259",
"김천시","65~69세","내국인-미혼","","111",
"김천시","65~69세","내국인-배우자있음","","5251",
"김천시","65~69세","내국인-사별","","1562",
"김천시","65~69세","내국인-이혼","","335",
"김천시","70~74세","내국인(15세이상)-계","","6662",
"김천시","70~74세","내국인-미혼","","118",
"김천시","70~74세","내국인-배우자있음","","4104",
"김천시","70~74세","내국인-사별","","2308",
"김천시","70~74세","내국인-이혼","","132",
"김천시","75~79세","내국인(15세이상)-계","","6561",
"김천시","75~79세","내국인-미혼","","49",
"김천시","75~79세","내국인-배우자있음","","3225",
"김천시","75~79세","내국인-사별","","3182",
"김천시","75~79세","내국인-이혼","","105",
"김천시","80~84세","내국인(15세이상)-계","","4026",
"김천시","80~84세","내국인-미혼","","26",
"김천시","80~84세","내국인-배우자있음","","1563",
"김천시","80~84세","내국인-사별","","2425",
"김천시","80~84세","내국인-이혼","","12",
"김천시","85세이상","내국인(15세이상)-계","","2575",
"김천시","85세이상","내국인-미혼","","27",
"김천시","85세이상","내국인-배우자있음","","554",
"김천시","85세이상","내국인-사별","","1990",
"김천시","85세이상","내국인-이혼","","4",
"안동시","합계","내국인(15세이상)-계","","145752",
"안동시","합계","내국인-미혼","","41015",
"안동시","합계","내국인-배우자있음","","82215",
"안동시","합계","내국인-사별","","16491",
"안동시","합계","내국인-이혼","","6031",
"안동시","15~19세","내국인(15세이상)-계","","11066",
"안동시","15~19세","내국인-미혼","","11061",
"안동시","15~19세","내국인-배우자있음","","5",
"안동시","15~19세","내국인-사별","","",
"안동시","15~19세","내국인-이혼","","",
"안동시","20~24세","내국인(15세이상)-계","","11297",
"안동시","20~24세","내국인-미혼","","11077",
"안동시","20~24세","내국인-배우자있음","","206",
"안동시","20~24세","내국인-사별","","8",
"안동시","20~24세","내국인-이혼","","6",
"안동시","25~29세","내국인(15세이상)-계","","7601",
"안동시","25~29세","내국인-미혼","","6312",
"안동시","25~29세","내국인-배우자있음","","1245",
"안동시","25~29세","내국인-사별","","15",
"안동시","25~29세","내국인-이혼","","29",
"안동시","30~34세","내국인(15세이상)-계","","9170",
"안동시","30~34세","내국인-미혼","","3953",
"안동시","30~34세","내국인-배우자있음","","5159",
"안동시","30~34세","내국인-사별","","12",
"안동시","30~34세","내국인-이혼","","46",
"안동시","35~39세","내국인(15세이상)-계","","10413",
"안동시","35~39세","내국인-미혼","","2755",
"안동시","35~39세","내국인-배우자있음","","7311",
"안동시","35~39세","내국인-사별","","34",
"안동시","35~39세","내국인-이혼","","313",
"안동시","40~44세","내국인(15세이상)-계","","12189",
"안동시","40~44세","내국인-미혼","","2155",
"안동시","40~44세","내국인-배우자있음","","9141",
"안동시","40~44세","내국인-사별","","109",
"안동시","40~44세","내국인-이혼","","784",
"안동시","45~49세","내국인(15세이상)-계","","13069",
"안동시","45~49세","내국인-미혼","","1503",
"안동시","45~49세","내국인-배우자있음","","9985",
"안동시","45~49세","내국인-사별","","367",
"안동시","45~49세","내국인-이혼","","1214",
"안동시","50~54세","내국인(15세이상)-계","","13013",
"안동시","50~54세","내국인-미혼","","847",
"안동시","50~54세","내국인-배우자있음","","10316",
"안동시","50~54세","내국인-사별","","542",
"안동시","50~54세","내국인-이혼","","1308",
"안동시","55~59세","내국인(15세이상)-계","","13865",
"안동시","55~59세","내국인-미혼","","653",
"안동시","55~59세","내국인-배우자있음","","10914",
"안동시","55~59세","내국인-사별","","1189",
"안동시","55~59세","내국인-이혼","","1109",
"안동시","60~64세","내국인(15세이상)-계","","11259",
"안동시","60~64세","내국인-미혼","","295",
"안동시","60~64세","내국인-배우자있음","","9004",
"안동시","60~64세","내국인-사별","","1389",
"안동시","60~64세","내국인-이혼","","571",
"안동시","65~69세","내국인(15세이상)-계","","8810",
"안동시","65~69세","내국인-미혼","","125",
"안동시","65~69세","내국인-배우자있음","","6587",
"안동시","65~69세","내국인-사별","","1739",
"안동시","65~69세","내국인-이혼","","359",
"안동시","70~74세","내국인(15세이상)-계","","8829",
"안동시","70~74세","내국인-미혼","","130",
"안동시","70~74세","내국인-배우자있음","","5840",
"안동시","70~74세","내국인-사별","","2702",
"안동시","70~74세","내국인-이혼","","157",
"안동시","75~79세","내국인(15세이상)-계","","7160",
"안동시","75~79세","내국인-미혼","","57",
"안동시","75~79세","내국인-배우자있음","","3936",
"안동시","75~79세","내국인-사별","","3104",
"안동시","75~79세","내국인-이혼","","63",
"안동시","80~84세","내국인(15세이상)-계","","4883",
"안동시","80~84세","내국인-미혼","","36",
"안동시","80~84세","내국인-배우자있음","","1944",
"안동시","80~84세","내국인-사별","","2854",
"안동시","80~84세","내국인-이혼","","49",
"안동시","85세이상","내국인(15세이상)-계","","3128",
"안동시","85세이상","내국인-미혼","","56",
"안동시","85세이상","내국인-배우자있음","","622",
"안동시","85세이상","내국인-사별","","2427",
"안동시","85세이상","내국인-이혼","","23",
"구미시","합계","내국인(15세이상)-계","","343481",
"구미시","합계","내국인-미혼","","115013",
"구미시","합계","내국인-배우자있음","","194278",
"구미시","합계","내국인-사별","","19107",
"구미시","합계","내국인-이혼","","15083",
"구미시","15~19세","내국인(15세이상)-계","","30512",
"구미시","15~19세","내국인-미혼","","30426",
"구미시","15~19세","내국인-배우자있음","","71",
"구미시","15~19세","내국인-사별","","14",
"구미시","15~19세","내국인-이혼","","1",
"구미시","20~24세","내국인(15세이상)-계","","30677",
"구미시","20~24세","내국인-미혼","","29486",
"구미시","20~24세","내국인-배우자있음","","1115",
"구미시","20~24세","내국인-사별","","29",
"구미시","20~24세","내국인-이혼","","47",
"구미시","25~29세","내국인(15세이상)-계","","30296",
"구미시","25~29세","내국인-미혼","","23479",
"구미시","25~29세","내국인-배우자있음","","6632",
"구미시","25~29세","내국인-사별","","11",
"구미시","25~29세","내국인-이혼","","174",
"구미시","30~34세","내국인(15세이상)-계","","37425",
"구미시","30~34세","내국인-미혼","","14764",
"구미시","30~34세","내국인-배우자있음","","22109",
"구미시","30~34세","내국인-사별","","47",
"구미시","30~34세","내국인-이혼","","505",
"구미시","35~39세","내국인(15세이상)-계","","36829",
"구미시","35~39세","내국인-미혼","","7395",
"구미시","35~39세","내국인-배우자있음","","28178",
"구미시","35~39세","내국인-사별","","107",
"구미시","35~39세","내국인-이혼","","1149",
"구미시","40~44세","내국인(15세이상)-계","","37056",
"구미시","40~44세","내국인-미혼","","4754",
"구미시","40~44세","내국인-배우자있음","","29740",
"구미시","40~44세","내국인-사별","","270",
"구미시","40~44세","내국인-이혼","","2292",
"구미시","45~49세","내국인(15세이상)-계","","37959",
"구미시","45~49세","내국인-미혼","","2499",
"구미시","45~49세","내국인-배우자있음","","31253",
"구미시","45~49세","내국인-사별","","700",
"구미시","45~49세","내국인-이혼","","3507",
"구미시","50~54세","내국인(15세이상)-계","","33285",
"구미시","50~54세","내국인-미혼","","1166",
"구미시","50~54세","내국인-배우자있음","","27918",
"구미시","50~54세","내국인-사별","","1043",
"구미시","50~54세","내국인-이혼","","3158",
"구미시","55~59세","내국인(15세이상)-계","","24934",
"구미시","55~59세","내국인-미혼","","562",
"구미시","55~59세","내국인-배우자있음","","20123",
"구미시","55~59세","내국인-사별","","1853",
"구미시","55~59세","내국인-이혼","","2396",
"구미시","60~64세","내국인(15세이상)-계","","14733",
"구미시","60~64세","내국인-미혼","","223",
"구미시","60~64세","내국인-배우자있음","","11330",
"구미시","60~64세","내국인-사별","","2158",
"구미시","60~64세","내국인-이혼","","1022",
"구미시","65~69세","내국인(15세이상)-계","","9380",
"구미시","65~69세","내국인-미혼","","94",
"구미시","65~69세","내국인-배우자있음","","6560",
"구미시","65~69세","내국인-사별","","2271",
"구미시","65~69세","내국인-이혼","","455",
"구미시","70~74세","내국인(15세이상)-계","","7559",
"구미시","70~74세","내국인-미혼","","100",
"구미시","70~74세","내국인-배우자있음","","4533",
"구미시","70~74세","내국인-사별","","2728",
"구미시","70~74세","내국인-이혼","","198",
"구미시","75~79세","내국인(15세이상)-계","","6225",
"구미시","75~79세","내국인-미혼","","31",
"구미시","75~79세","내국인-배우자있음","","2912",
"구미시","75~79세","내국인-사별","","3182",
"구미시","75~79세","내국인-이혼","","100",
"구미시","80~84세","내국인(15세이상)-계","","3961",
"구미시","80~84세","내국인-미혼","","31",
"구미시","80~84세","내국인-배우자있음","","1395",
"구미시","80~84세","내국인-사별","","2486",
"구미시","80~84세","내국인-이혼","","49",
"구미시","85세이상","내국인(15세이상)-계","","2650",
"구미시","85세이상","내국인-미혼","","3",
"구미시","85세이상","내국인-배우자있음","","409",
"구미시","85세이상","내국인-사별","","2208",
"구미시","85세이상","내국인-이혼","","30",
"영주시","합계","내국인(15세이상)-계","","95999",
"영주시","합계","내국인-미혼","","25123",
"영주시","합계","내국인-배우자있음","","55376",
"영주시","합계","내국인-사별","","12047",
"영주시","합계","내국인-이혼","","3453",
"영주시","15~19세","내국인(15세이상)-계","","7800",
"영주시","15~19세","내국인-미혼","","7798",
"영주시","15~19세","내국인-배우자있음","","1",
"영주시","15~19세","내국인-사별","","1",
"영주시","15~19세","내국인-이혼","","",
"영주시","20~24세","내국인(15세이상)-계","","6744",
"영주시","20~24세","내국인-미혼","","6593",
"영주시","20~24세","내국인-배우자있음","","94",
"영주시","20~24세","내국인-사별","","50",
"영주시","20~24세","내국인-이혼","","7",
"영주시","25~29세","내국인(15세이상)-계","","4217",
"영주시","25~29세","내국인-미혼","","3536",
"영주시","25~29세","내국인-배우자있음","","622",
"영주시","25~29세","내국인-사별","","42",
"영주시","25~29세","내국인-이혼","","17",
"영주시","30~34세","내국인(15세이상)-계","","4890",
"영주시","30~34세","내국인-미혼","","2301",
"영주시","30~34세","내국인-배우자있음","","2504",
"영주시","30~34세","내국인-사별","","13",
"영주시","30~34세","내국인-이혼","","72",
"영주시","35~39세","내국인(15세이상)-계","","5990",
"영주시","35~39세","내국인-미혼","","1526",
"영주시","35~39세","내국인-배우자있음","","4259",
"영주시","35~39세","내국인-사별","","30",
"영주시","35~39세","내국인-이혼","","175",
"영주시","40~44세","내국인(15세이상)-계","","7467",
"영주시","40~44세","내국인-미혼","","1373",
"영주시","40~44세","내국인-배우자있음","","5557",
"영주시","40~44세","내국인-사별","","63",
"영주시","40~44세","내국인-이혼","","474",
"영주시","45~49세","내국인(15세이상)-계","","8406",
"영주시","45~49세","내국인-미혼","","887",
"영주시","45~49세","내국인-배우자있음","","6666",
"영주시","45~49세","내국인-사별","","182",
"영주시","45~49세","내국인-이혼","","671",
"영주시","50~54세","내국인(15세이상)-계","","9026",
"영주시","50~54세","내국인-미혼","","539",
"영주시","50~54세","내국인-배우자있음","","7418",
"영주시","50~54세","내국인-사별","","400",
"영주시","50~54세","내국인-이혼","","669",
"영주시","55~59세","내국인(15세이상)-계","","9575",
"영주시","55~59세","내국인-미혼","","262",
"영주시","55~59세","내국인-배우자있음","","7947",
"영주시","55~59세","내국인-사별","","754",
"영주시","55~59세","내국인-이혼","","612",
"영주시","60~64세","내국인(15세이상)-계","","8098",
"영주시","60~64세","내국인-미혼","","160",
"영주시","60~64세","내국인-배우자있음","","6498",
"영주시","60~64세","내국인-사별","","1083",
"영주시","60~64세","내국인-이혼","","357",
"영주시","65~69세","내국인(15세이상)-계","","6508",
"영주시","65~69세","내국인-미혼","","57",
"영주시","65~69세","내국인-배우자있음","","4877",
"영주시","65~69세","내국인-사별","","1383",
"영주시","65~69세","내국인-이혼","","191",
"영주시","70~74세","내국인(15세이상)-계","","6247",
"영주시","70~74세","내국인-미혼","","24",
"영주시","70~74세","내국인-배우자있음","","4166",
"영주시","70~74세","내국인-사별","","1921",
"영주시","70~74세","내국인-이혼","","136",
"영주시","75~79세","내국인(15세이상)-계","","5450",
"영주시","75~79세","내국인-미혼","","36",
"영주시","75~79세","내국인-배우자있음","","2996",
"영주시","75~79세","내국인-사별","","2382",
"영주시","75~79세","내국인-이혼","","36",
"영주시","80~84세","내국인(15세이상)-계","","3272",
"영주시","80~84세","내국인-미혼","","12",
"영주시","80~84세","내국인-배우자있음","","1248",
"영주시","80~84세","내국인-사별","","1982",
"영주시","80~84세","내국인-이혼","","30",
"영주시","85세이상","내국인(15세이상)-계","","2309",
"영주시","85세이상","내국인-미혼","","19",
"영주시","85세이상","내국인-배우자있음","","523",
"영주시","85세이상","내국인-사별","","1761",
"영주시","85세이상","내국인-이혼","","6",
"영천시","합계","내국인(15세이상)-계","","84574",
"영천시","합계","내국인-미혼","","20635",
"영천시","합계","내국인-배우자있음","","47857",
"영천시","합계","내국인-사별","","11948",
"영천시","합계","내국인-이혼","","4134",
"영천시","15~19세","내국인(15세이상)-계","","4471",
"영천시","15~19세","내국인-미혼","","4471",
"영천시","15~19세","내국인-배우자있음","","",
"영천시","15~19세","내국인-사별","","",
"영천시","15~19세","내국인-이혼","","",
"영천시","20~24세","내국인(15세이상)-계","","4446",
"영천시","20~24세","내국인-미혼","","4320",
"영천시","20~24세","내국인-배우자있음","","108",
"영천시","20~24세","내국인-사별","","8",
"영천시","20~24세","내국인-이혼","","10",
"영천시","25~29세","내국인(15세이상)-계","","4237",
"영천시","25~29세","내국인-미혼","","3560",
"영천시","25~29세","내국인-배우자있음","","661",
"영천시","25~29세","내국인-사별","","3",
"영천시","25~29세","내국인-이혼","","13",
"영천시","30~34세","내국인(15세이상)-계","","4930",
"영천시","30~34세","내국인-미혼","","2556",
"영천시","30~34세","내국인-배우자있음","","2317",
"영천시","30~34세","내국인-사별","","11",
"영천시","30~34세","내국인-이혼","","46",
"영천시","35~39세","내국인(15세이상)-계","","4978",
"영천시","35~39세","내국인-미혼","","1576",
"영천시","35~39세","내국인-배우자있음","","3164",
"영천시","35~39세","내국인-사별","","32",
"영천시","35~39세","내국인-이혼","","206",
"영천시","40~44세","내국인(15세이상)-계","","6288",
"영천시","40~44세","내국인-미혼","","1439",
"영천시","40~44세","내국인-배우자있음","","4260",
"영천시","40~44세","내국인-사별","","58",
"영천시","40~44세","내국인-이혼","","531",
"영천시","45~49세","내국인(15세이상)-계","","7266",
"영천시","45~49세","내국인-미혼","","1033",
"영천시","45~49세","내국인-배우자있음","","5281",
"영천시","45~49세","내국인-사별","","189",
"영천시","45~49세","내국인-이혼","","763",
"영천시","50~54세","내국인(15세이상)-계","","8087",
"영천시","50~54세","내국인-미혼","","706",
"영천시","50~54세","내국인-배우자있음","","6089",
"영천시","50~54세","내국인-사별","","377",
"영천시","50~54세","내국인-이혼","","915",
"영천시","55~59세","내국인(15세이상)-계","","8794",
"영천시","55~59세","내국인-미혼","","508",
"영천시","55~59세","내국인-배우자있음","","6835",
"영천시","55~59세","내국인-사별","","648",
"영천시","55~59세","내국인-이혼","","803",
"영천시","60~64세","내국인(15세이상)-계","","7552",
"영천시","60~64세","내국인-미혼","","192",
"영천시","60~64세","내국인-배우자있음","","5939",
"영천시","60~64세","내국인-사별","","992",
"영천시","60~64세","내국인-이혼","","429",
"영천시","65~69세","내국인(15세이상)-계","","6412",
"영천시","65~69세","내국인-미혼","","98",
"영천시","65~69세","내국인-배우자있음","","4755",
"영천시","65~69세","내국인-사별","","1310",
"영천시","65~69세","내국인-이혼","","249",
"영천시","70~74세","내국인(15세이상)-계","","6201",
"영천시","70~74세","내국인-미혼","","101",
"영천시","70~74세","내국인-배우자있음","","3958",
"영천시","70~74세","내국인-사별","","2037",
"영천시","70~74세","내국인-이혼","","105",
"영천시","75~79세","내국인(15세이상)-계","","5577",
"영천시","75~79세","내국인-미혼","","51",
"영천시","75~79세","내국인-배우자있음","","2848",
"영천시","75~79세","내국인-사별","","2624",
"영천시","75~79세","내국인-이혼","","54",
"영천시","80~84세","내국인(15세이상)-계","","3476",
"영천시","80~84세","내국인-미혼","","14",
"영천시","80~84세","내국인-배우자있음","","1237",
"영천시","80~84세","내국인-사별","","2219",
"영천시","80~84세","내국인-이혼","","6",
"영천시","85세이상","내국인(15세이상)-계","","1859",
"영천시","85세이상","내국인-미혼","","10",
"영천시","85세이상","내국인-배우자있음","","405",
"영천시","85세이상","내국인-사별","","1440",
"영천시","85세이상","내국인-이혼","","4",
"상주시","합계","내국인(15세이상)-계","","87440",
"상주시","합계","내국인-미혼","","19749",
"상주시","합계","내국인-배우자있음","","50731",
"상주시","합계","내국인-사별","","13645",
"상주시","합계","내국인-이혼","","3315",
"상주시","15~19세","내국인(15세이상)-계","","5646",
"상주시","15~19세","내국인-미혼","","5640",
"상주시","15~19세","내국인-배우자있음","","1",
"상주시","15~19세","내국인-사별","","5",
"상주시","15~19세","내국인-이혼","","",
"상주시","20~24세","내국인(15세이상)-계","","4426",
"상주시","20~24세","내국인-미혼","","4304",
"상주시","20~24세","내국인-배우자있음","","104",
"상주시","20~24세","내국인-사별","","4",
"상주시","20~24세","내국인-이혼","","14",
"상주시","25~29세","내국인(15세이상)-계","","3748",
"상주시","25~29세","내국인-미혼","","3086",
"상주시","25~29세","내국인-배우자있음","","626",
"상주시","25~29세","내국인-사별","","13",
"상주시","25~29세","내국인-이혼","","23",
"상주시","30~34세","내국인(15세이상)-계","","4103",
"상주시","30~34세","내국인-미혼","","1960",
"상주시","30~34세","내국인-배우자있음","","2068",
"상주시","30~34세","내국인-사별","","17",
"상주시","30~34세","내국인-이혼","","58",
"상주시","35~39세","내국인(15세이상)-계","","4476",
"상주시","35~39세","내국인-미혼","","1390",
"상주시","35~39세","내국인-배우자있음","","2940",
"상주시","35~39세","내국인-사별","","29",
"상주시","35~39세","내국인-이혼","","117",
"상주시","40~44세","내국인(15세이상)-계","","6204",
"상주시","40~44세","내국인-미혼","","1136",
"상주시","40~44세","내국인-배우자있음","","4605",
"상주시","40~44세","내국인-사별","","107",
"상주시","40~44세","내국인-이혼","","356",
"상주시","45~49세","내국인(15세이상)-계","","7171",
"상주시","45~49세","내국인-미혼","","864",
"상주시","45~49세","내국인-배우자있음","","5510",
"상주시","45~49세","내국인-사별","","172",
"상주시","45~49세","내국인-이혼","","625",
"상주시","50~54세","내국인(15세이상)-계","","8305",
"상주시","50~54세","내국인-미혼","","570",
"상주시","50~54세","내국인-배우자있음","","6813",
"상주시","50~54세","내국인-사별","","311",
"상주시","50~54세","내국인-이혼","","611",
"상주시","55~59세","내국인(15세이상)-계","","9185",
"상주시","55~59세","내국인-미혼","","413",
"상주시","55~59세","내국인-배우자있음","","7480",
"상주시","55~59세","내국인-사별","","672",
"상주시","55~59세","내국인-이혼","","620",
"상주시","60~64세","내국인(15세이상)-계","","7647",
"상주시","60~64세","내국인-미혼","","149",
"상주시","60~64세","내국인-배우자있음","","6112",
"상주시","60~64세","내국인-사별","","980",
"상주시","60~64세","내국인-이혼","","406",
"상주시","65~69세","내국인(15세이상)-계","","6517",
"상주시","65~69세","내국인-미혼","","96",
"상주시","65~69세","내국인-배우자있음","","4777",
"상주시","65~69세","내국인-사별","","1411",
"상주시","65~69세","내국인-이혼","","233",
"상주시","70~74세","내국인(15세이상)-계","","6493",
"상주시","70~74세","내국인-미혼","","46",
"상주시","70~74세","내국인-배우자있음","","4146",
"상주시","70~74세","내국인-사별","","2169",
"상주시","70~74세","내국인-이혼","","132",
"상주시","75~79세","내국인(15세이상)-계","","6557",
"상주시","75~79세","내국인-미혼","","40",
"상주시","75~79세","내국인-배우자있음","","3374",
"상주시","75~79세","내국인-사별","","3061",
"상주시","75~79세","내국인-이혼","","82",
"상주시","80~84세","내국인(15세이상)-계","","4229",
"상주시","80~84세","내국인-미혼","","41",
"상주시","80~84세","내국인-배우자있음","","1527",
"상주시","80~84세","내국인-사별","","2639",
"상주시","80~84세","내국인-이혼","","22",
"상주시","85세이상","내국인(15세이상)-계","","2733",
"상주시","85세이상","내국인-미혼","","14",
"상주시","85세이상","내국인-배우자있음","","648",
"상주시","85세이상","내국인-사별","","2055",
"상주시","85세이상","내국인-이혼","","16",
"문경시","합계","내국인(15세이상)-계","","62948",
"문경시","합계","내국인-미혼","","14124",
"문경시","합계","내국인-배우자있음","","36783",
"문경시","합계","내국인-사별","","9324",
"문경시","합계","내국인-이혼","","2717",
"문경시","15~19세","내국인(15세이상)-계","","4184",
"문경시","15~19세","내국인-미혼","","4182",
"문경시","15~19세","내국인-배우자있음","","",
"문경시","15~19세","내국인-사별","","2",
"문경시","15~19세","내국인-이혼","","",
"문경시","20~24세","내국인(15세이상)-계","","2778",
"문경시","20~24세","내국인-미혼","","2686",
"문경시","20~24세","내국인-배우자있음","","79",
"문경시","20~24세","내국인-사별","","8",
"문경시","20~24세","내국인-이혼","","5",
"문경시","25~29세","내국인(15세이상)-계","","2667",
"문경시","25~29세","내국인-미혼","","2140",
"문경시","25~29세","내국인-배우자있음","","498",
"문경시","25~29세","내국인-사별","","13",
"문경시","25~29세","내국인-이혼","","16",
"문경시","30~34세","내국인(15세이상)-계","","3367",
"문경시","30~34세","내국인-미혼","","1561",
"문경시","30~34세","내국인-배우자있음","","1716",
"문경시","30~34세","내국인-사별","","4",
"문경시","30~34세","내국인-이혼","","86",
"문경시","35~39세","내국인(15세이상)-계","","3708",
"문경시","35~39세","내국인-미혼","","1058",
"문경시","35~39세","내국인-배우자있음","","2488",
"문경시","35~39세","내국인-사별","","15",
"문경시","35~39세","내국인-이혼","","147",
"문경시","40~44세","내국인(15세이상)-계","","4532",
"문경시","40~44세","내국인-미혼","","967",
"문경시","40~44세","내국인-배우자있음","","3175",
"문경시","40~44세","내국인-사별","","58",
"문경시","40~44세","내국인-이혼","","332",
"문경시","45~49세","내국인(15세이상)-계","","5019",
"문경시","45~49세","내국인-미혼","","564",
"문경시","45~49세","내국인-배우자있음","","3899",
"문경시","45~49세","내국인-사별","","98",
"문경시","45~49세","내국인-이혼","","458",
"문경시","50~54세","내국인(15세이상)-계","","5925",
"문경시","50~54세","내국인-미혼","","365",
"문경시","50~54세","내국인-배우자있음","","4844",
"문경시","50~54세","내국인-사별","","207",
"문경시","50~54세","내국인-이혼","","509",
"문경시","55~59세","내국인(15세이상)-계","","6749",
"문경시","55~59세","내국인-미혼","","309",
"문경시","55~59세","내국인-배우자있음","","5453",
"문경시","55~59세","내국인-사별","","498",
"문경시","55~59세","내국인-이혼","","489",
"문경시","60~64세","내국인(15세이상)-계","","5634",
"문경시","60~64세","내국인-미혼","","128",
"문경시","60~64세","내국인-배우자있음","","4447",
"문경시","60~64세","내국인-사별","","760",
"문경시","60~64세","내국인-이혼","","299",
"문경시","65~69세","내국인(15세이상)-계","","4911",
"문경시","65~69세","내국인-미혼","","45",
"문경시","65~69세","내국인-배우자있음","","3637",
"문경시","65~69세","내국인-사별","","1040",
"문경시","65~69세","내국인-이혼","","189",
"문경시","70~74세","내국인(15세이상)-계","","4889",
"문경시","70~74세","내국인-미혼","","41",
"문경시","70~74세","내국인-배우자있음","","3021",
"문경시","70~74세","내국인-사별","","1729",
"문경시","70~74세","내국인-이혼","","98",
"문경시","75~79세","내국인(15세이상)-계","","4311",
"문경시","75~79세","내국인-미혼","","28",
"문경시","75~79세","내국인-배우자있음","","2243",
"문경시","75~79세","내국인-사별","","1987",
"문경시","75~79세","내국인-이혼","","53",
"문경시","80~84세","내국인(15세이상)-계","","2559",
"문경시","80~84세","내국인-미혼","","16",
"문경시","80~84세","내국인-배우자있음","","980",
"문경시","80~84세","내국인-사별","","1539",
"문경시","80~84세","내국인-이혼","","24",
"문경시","85세이상","내국인(15세이상)-계","","1715",
"문경시","85세이상","내국인-미혼","","34",
"문경시","85세이상","내국인-배우자있음","","303",
"문경시","85세이상","내국인-사별","","1366",
"문경시","85세이상","내국인-이혼","","12",
"경산시","합계","내국인(15세이상)-계","","235085",
"경산시","합계","내국인-미혼","","84138",
"경산시","합계","내국인-배우자있음","","121004",
"경산시","합계","내국인-사별","","18563",
"경산시","합계","내국인-이혼","","11380",
"경산시","15~19세","내국인(15세이상)-계","","21129",
"경산시","15~19세","내국인-미혼","","21086",
"경산시","15~19세","내국인-배우자있음","","32",
"경산시","15~19세","내국인-사별","","10",
"경산시","15~19세","내국인-이혼","","1",
"경산시","20~24세","내국인(15세이상)-계","","26642",
