"행정구역별(시군구)","연령별","항목","단위","2015 년",
"동구","15~19세","내국인(15세이상)-계","","17847",
"동구","15~19세","내국인-미혼","","17801",
"동구","15~19세","내국인-배우자있음","","17",
"동구","15~19세","내국인-사별","","28",
"동구","15~19세","내국인-이혼","","1",
"동구","20~24세","내국인(15세이상)-계","","20809",
"동구","20~24세","내국인-미혼","","20449",
"동구","20~24세","내국인-배우자있음","","301",
"동구","20~24세","내국인-사별","","37",
"동구","20~24세","내국인-이혼","","22",
"동구","25~29세","내국인(15세이상)-계","","18975",
"동구","25~29세","내국인-미혼","","15731",
"동구","25~29세","내국인-배우자있음","","3178",
"동구","25~29세","내국인-사별","","16",
"동구","25~29세","내국인-이혼","","50",
"동구","30~34세","내국인(15세이상)-계","","24205",
"동구","30~34세","내국인-미혼","","11120",
"동구","30~34세","내국인-배우자있음","","12738",
"동구","30~34세","내국인-사별","","44",
"동구","30~34세","내국인-이혼","","303",
"동구","35~39세","내국인(15세이상)-계","","26148",
"동구","35~39세","내국인-미혼","","7071",
"동구","35~39세","내국인-배우자있음","","18235",
"동구","35~39세","내국인-사별","","73",
"동구","35~39세","내국인-이혼","","769",
"동구","40~44세","내국인(15세이상)-계","","26854",
"동구","40~44세","내국인-미혼","","5616",
"동구","40~44세","내국인-배우자있음","","19356",
"동구","40~44세","내국인-사별","","208",
"동구","40~44세","내국인-이혼","","1674",
"동구","45~49세","내국인(15세이상)-계","","26494",
"동구","45~49세","내국인-미혼","","3175",
"동구","45~49세","내국인-배우자있음","","19328",
"동구","45~49세","내국인-사별","","693",
"동구","45~49세","내국인-이혼","","3298",
"동구","50~54세","내국인(15세이상)-계","","28094",
"동구","50~54세","내국인-미혼","","1793",
"동구","50~54세","내국인-배우자있음","","21180",
"동구","50~54세","내국인-사별","","1298",
"동구","50~54세","내국인-이혼","","3823",
"동구","55~59세","내국인(15세이상)-계","","28593",
"동구","55~59세","내국인-미혼","","907",
"동구","55~59세","내국인-배우자있음","","21991",
"동구","55~59세","내국인-사별","","2444",
"동구","55~59세","내국인-이혼","","3251",
"동구","60~64세","내국인(15세이상)-계","","22912",
"동구","60~64세","내국인-미혼","","494",
"동구","60~64세","내국인-배우자있음","","17270",
"동구","60~64세","내국인-사별","","3077",
"동구","60~64세","내국인-이혼","","2071",
"동구","65~69세","내국인(15세이상)-계","","17821",
"동구","65~69세","내국인-미혼","","218",
"동구","65~69세","내국인-배우자있음","","12564",
"동구","65~69세","내국인-사별","","3736",
"동구","65~69세","내국인-이혼","","1303",
"동구","70~74세","내국인(15세이상)-계","","14630",
"동구","70~74세","내국인-미혼","","187",
"동구","70~74세","내국인-배우자있음","","9132",
"동구","70~74세","내국인-사별","","4773",
"동구","70~74세","내국인-이혼","","538",
"동구","75~79세","내국인(15세이상)-계","","10744",
"동구","75~79세","내국인-미혼","","77",
"동구","75~79세","내국인-배우자있음","","5703",
"동구","75~79세","내국인-사별","","4644",
"동구","75~79세","내국인-이혼","","320",
"동구","80~84세","내국인(15세이상)-계","","5920",
"동구","80~84세","내국인-미혼","","29",
"동구","80~84세","내국인-배우자있음","","2315",
"동구","80~84세","내국인-사별","","3442",
"동구","80~84세","내국인-이혼","","134",
"동구","85세이상","내국인(15세이상)-계","","3277",
"동구","85세이상","내국인-미혼","","24",
"동구","85세이상","내국인-배우자있음","","666",
"동구","85세이상","내국인-사별","","2577",
"동구","85세이상","내국인-이혼","","10",
"서구","합계","내국인(15세이상)-계","","181366",
"서구","합계","내국인-미혼","","58038",
"서구","합계","내국인-배우자있음","","91844",
"서구","합계","내국인-사별","","18061",
"서구","합계","내국인-이혼","","13423",
"서구","15~19세","내국인(15세이상)-계","","11155",
"서구","15~19세","내국인-미혼","","11139",
"서구","15~19세","내국인-배우자있음","","14",
"서구","15~19세","내국인-사별","","2",
"서구","15~19세","내국인-이혼","","",
"서구","20~24세","내국인(15세이상)-계","","14374",
"서구","20~24세","내국인-미혼","","14135",
"서구","20~24세","내국인-배우자있음","","230",
"서구","20~24세","내국인-사별","","8",
"서구","20~24세","내국인-이혼","","1",
"서구","25~29세","내국인(15세이상)-계","","12584",
"서구","25~29세","내국인-미혼","","11033",
"서구","25~29세","내국인-배우자있음","","1491",
"서구","25~29세","내국인-사별","","5",
"서구","25~29세","내국인-이혼","","55",
"서구","30~34세","내국인(15세이상)-계","","13104",
"서구","30~34세","내국인-미혼","","8002",
"서구","30~34세","내국인-배우자있음","","4797",
"서구","30~34세","내국인-사별","","15",
"서구","30~34세","내국인-이혼","","290",
"서구","35~39세","내국인(15세이상)-계","","12572",
"서구","35~39세","내국인-미혼","","4917",
"서구","35~39세","내국인-배우자있음","","6988",
"서구","35~39세","내국인-사별","","19",
"서구","35~39세","내국인-이혼","","648",
"서구","40~44세","내국인(15세이상)-계","","14378",
"서구","40~44세","내국인-미혼","","3945",
"서구","40~44세","내국인-배우자있음","","8771",
"서구","40~44세","내국인-사별","","117",
"서구","40~44세","내국인-이혼","","1545",
"서구","45~49세","내국인(15세이상)-계","","17339",
"서구","45~49세","내국인-미혼","","2387",
"서구","45~49세","내국인-배우자있음","","12037",
"서구","45~49세","내국인-사별","","442",
"서구","45~49세","내국인-이혼","","2473",
"서구","50~54세","내국인(15세이상)-계","","19625",
"서구","50~54세","내국인-미혼","","1273",
"서구","50~54세","내국인-배우자있음","","14363",
"서구","50~54세","내국인-사별","","1016",
"서구","50~54세","내국인-이혼","","2973",
"서구","55~59세","내국인(15세이상)-계","","19353",
"서구","55~59세","내국인-미혼","","619",
"서구","55~59세","내국인-배우자있음","","14536",
"서구","55~59세","내국인-사별","","1679",
"서구","55~59세","내국인-이혼","","2519",
"서구","60~64세","내국인(15세이상)-계","","15173",
"서구","60~64세","내국인-미혼","","243",
"서구","60~64세","내국인-배우자있음","","11153",
"서구","60~64세","내국인-사별","","2260",
"서구","60~64세","내국인-이혼","","1517",
"서구","65~69세","내국인(15세이상)-계","","11215",
"서구","65~69세","내국인-미혼","","126",
"서구","65~69세","내국인-배우자있음","","7867",
"서구","65~69세","내국인-사별","","2502",
"서구","65~69세","내국인-이혼","","720",
"서구","70~74세","내국인(15세이상)-계","","8981",
"서구","70~74세","내국인-미혼","","101",
"서구","70~74세","내국인-배우자있음","","5386",
"서구","70~74세","내국인-사별","","3108",
"서구","70~74세","내국인-이혼","","386",
"서구","75~79세","내국인(15세이상)-계","","6333",
"서구","75~79세","내국인-미혼","","61",
"서구","75~79세","내국인-배우자있음","","2875",
"서구","75~79세","내국인-사별","","3173",
"서구","75~79세","내국인-이혼","","224",
"서구","80~84세","내국인(15세이상)-계","","3350",
"서구","80~84세","내국인-미혼","","49",
"서구","80~84세","내국인-배우자있음","","1055",
"서구","80~84세","내국인-사별","","2184",
"서구","80~84세","내국인-이혼","","62",
"서구","85세이상","내국인(15세이상)-계","","1830",
"서구","85세이상","내국인-미혼","","8",
"서구","85세이상","내국인-배우자있음","","281",
"서구","85세이상","내국인-사별","","1531",
"서구","85세이상","내국인-이혼","","10",
"남구","합계","내국인(15세이상)-계","","143982",
"남구","합계","내국인-미혼","","48050",
"남구","합계","내국인-배우자있음","","69726",
"남구","합계","내국인-사별","","15176",
"남구","합계","내국인-이혼","","11030",
"남구","15~19세","내국인(15세이상)-계","","8584",
"남구","15~19세","내국인-미혼","","8550",
"남구","15~19세","내국인-배우자있음","","28",
"남구","15~19세","내국인-사별","","2",
"남구","15~19세","내국인-이혼","","4",
"남구","20~24세","내국인(15세이상)-계","","11413",
"남구","20~24세","내국인-미혼","","11122",
"남구","20~24세","내국인-배우자있음","","286",
"남구","20~24세","내국인-사별","","2",
"남구","20~24세","내국인-이혼","","3",
"남구","25~29세","내국인(15세이상)-계","","10004",
"남구","25~29세","내국인-미혼","","8771",
"남구","25~29세","내국인-배우자있음","","1178",
"남구","25~29세","내국인-사별","","13",
"남구","25~29세","내국인-이혼","","42",
"남구","30~34세","내국인(15세이상)-계","","11189",
"남구","30~34세","내국인-미혼","","6866",
"남구","30~34세","내국인-배우자있음","","4080",
"남구","30~34세","내국인-사별","","10",
"남구","30~34세","내국인-이혼","","233",
"남구","35~39세","내국인(15세이상)-계","","10582",
"남구","35~39세","내국인-미혼","","4582",
"남구","35~39세","내국인-배우자있음","","5469",
"남구","35~39세","내국인-사별","","29",
"남구","35~39세","내국인-이혼","","502",
"남구","40~44세","내국인(15세이상)-계","","11681",
"남구","40~44세","내국인-미혼","","3441",
"남구","40~44세","내국인-배우자있음","","6775",
"남구","40~44세","내국인-사별","","94",
"남구","40~44세","내국인-이혼","","1371",
"남구","45~49세","내국인(15세이상)-계","","12220",
"남구","45~49세","내국인-미혼","","2217",
"남구","45~49세","내국인-배우자있음","","7740",
"남구","45~49세","내국인-사별","","319",
"남구","45~49세","내국인-이혼","","1944",
"남구","50~54세","내국인(15세이상)-계","","13254",
"남구","50~54세","내국인-미혼","","1151",
"남구","50~54세","내국인-배우자있음","","9166",
"남구","50~54세","내국인-사별","","681",
"남구","50~54세","내국인-이혼","","2256",
"남구","55~59세","내국인(15세이상)-계","","14177",
"남구","55~59세","내국인-미혼","","609",
"남구","55~59세","내국인-배우자있음","","9858",
"남구","55~59세","내국인-사별","","1399",
"남구","55~59세","내국인-이혼","","2311",
"남구","60~64세","내국인(15세이상)-계","","11776",
"남구","60~64세","내국인-미혼","","349",
"남구","60~64세","내국인-배우자있음","","8737",
"남구","60~64세","내국인-사별","","1626",
"남구","60~64세","내국인-이혼","","1064",
"남구","65~69세","내국인(15세이상)-계","","9330",
"남구","65~69세","내국인-미혼","","146",
"남구","65~69세","내국인-배우자있음","","6373",
"남구","65~69세","내국인-사별","","2018",
"남구","65~69세","내국인-이혼","","793",
"남구","70~74세","내국인(15세이상)-계","","8036",
"남구","70~74세","내국인-미혼","","98",
"남구","70~74세","내국인-배우자있음","","5040",
"남구","70~74세","내국인-사별","","2610",
"남구","70~74세","내국인-이혼","","288",
"남구","75~79세","내국인(15세이상)-계","","5923",
"남구","75~79세","내국인-미혼","","77",
"남구","75~79세","내국인-배우자있음","","3057",
"남구","75~79세","내국인-사별","","2628",
"남구","75~79세","내국인-이혼","","161",
"남구","80~84세","내국인(15세이상)-계","","3706",
"남구","80~84세","내국인-미혼","","53",
"남구","80~84세","내국인-배우자있음","","1425",
"남구","80~84세","내국인-사별","","2187",
"남구","80~84세","내국인-이혼","","41",
"남구","85세이상","내국인(15세이상)-계","","2107",
"남구","85세이상","내국인-미혼","","18",
"남구","85세이상","내국인-배우자있음","","514",
"남구","85세이상","내국인-사별","","1558",
"남구","85세이상","내국인-이혼","","17",
"북구","합계","내국인(15세이상)-계","","380167",
"북구","합계","내국인-미혼","","123861",
"북구","합계","내국인-배우자있음","","211867",
"북구","합계","내국인-사별","","25427",
"북구","합계","내국인-이혼","","19012",
"북구","15~19세","내국인(15세이상)-계","","32301",
"북구","15~19세","내국인-미혼","","32200",
"북구","15~19세","내국인-배우자있음","","41",
"북구","15~19세","내국인-사별","","57",
"북구","15~19세","내국인-이혼","","3",
"북구","20~24세","내국인(15세이상)-계","","36631",
"북구","20~24세","내국인-미혼","","36219",
"북구","20~24세","내국인-배우자있음","","396",
"북구","20~24세","내국인-사별","","4",
"북구","20~24세","내국인-이혼","","12",
"북구","25~29세","내국인(15세이상)-계","","26557",
"북구","25~29세","내국인-미혼","","22903",
"북구","25~29세","내국인-배우자있음","","3538",
"북구","25~29세","내국인-사별","","18",
"북구","25~29세","내국인-이혼","","98",
"북구","30~34세","내국인(15세이상)-계","","28596",
"북구","30~34세","내국인-미혼","","12199",
"북구","30~34세","내국인-배우자있음","","15967",
"북구","30~34세","내국인-사별","","39",
"북구","30~34세","내국인-이혼","","391",
"북구","35~39세","내국인(15세이상)-계","","33153",
"북구","35~39세","내국인-미혼","","7364",
"북구","35~39세","내국인-배우자있음","","24568",
"북구","35~39세","내국인-사별","","86",
"북구","35~39세","내국인-이혼","","1135",
"북구","40~44세","내국인(15세이상)-계","","40320",
"북구","40~44세","내국인-미혼","","5780",
"북구","40~44세","내국인-배우자있음","","31441",
"북구","40~44세","내국인-사별","","366",
"북구","40~44세","내국인-이혼","","2733",
"북구","45~49세","내국인(15세이상)-계","","41139",
"북구","45~49세","내국인-미혼","","3716",
"북구","45~49세","내국인-배우자있음","","32652",
"북구","45~49세","내국인-사별","","741",
"북구","45~49세","내국인-이혼","","4030",
"북구","50~54세","내국인(15세이상)-계","","37972",
"북구","50~54세","내국인-미혼","","1706",
"북구","50~54세","내국인-배우자있음","","30693",
"북구","50~54세","내국인-사별","","1441",
"북구","50~54세","내국인-이혼","","4132",
"북구","55~59세","내국인(15세이상)-계","","32135",
"북구","55~59세","내국인-미혼","","921",
"북구","55~59세","내국인-배우자있음","","26147",
"북구","55~59세","내국인-사별","","2153",
"북구","55~59세","내국인-이혼","","2914",
"북구","60~64세","내국인(15세이상)-계","","22504",
"북구","60~64세","내국인-미혼","","378",
"북구","60~64세","내국인-배우자있음","","17594",
"북구","60~64세","내국인-사별","","2803",
"북구","60~64세","내국인-이혼","","1729",
"북구","65~69세","내국인(15세이상)-계","","16616",
"북구","65~69세","내국인-미혼","","150",
"북구","65~69세","내국인-배우자있음","","12054",
"북구","65~69세","내국인-사별","","3514",
"북구","65~69세","내국인-이혼","","898",
"북구","70~74세","내국인(15세이상)-계","","13474",
"북구","70~74세","내국인-미혼","","84",
"북구","70~74세","내국인-배우자있음","","8499",
"북구","70~74세","내국인-사별","","4341",
"북구","70~74세","내국인-이혼","","550",
"북구","75~79세","내국인(15세이상)-계","","10038",
"북구","75~79세","내국인-미혼","","91",
"북구","75~79세","내국인-배우자있음","","5430",
"북구","75~79세","내국인-사별","","4277",
"북구","75~79세","내국인-이혼","","240",
"북구","80~84세","내국인(15세이상)-계","","5639",
"북구","80~84세","내국인-미혼","","56",
"북구","80~84세","내국인-배우자있음","","2239",
"북구","80~84세","내국인-사별","","3235",
"북구","80~84세","내국인-이혼","","109",
"북구","85세이상","내국인(15세이상)-계","","3092",
"북구","85세이상","내국인-미혼","","94",
"북구","85세이상","내국인-배우자있음","","608",
"북구","85세이상","내국인-사별","","2352",
"북구","85세이상","내국인-이혼","","38",
"수성구","합계","내국인(15세이상)-계","","371840",
"수성구","합계","내국인-미혼","","112948",
"수성구","합계","내국인-배우자있음","","217017",
"수성구","합계","내국인-사별","","24851",
"수성구","합계","내국인-이혼","","17024",
"수성구","15~19세","내국인(15세이상)-계","","35549",
"수성구","15~19세","내국인-미혼","","35542",
"수성구","15~19세","내국인-배우자있음","","7",
"수성구","15~19세","내국인-사별","","",
"수성구","15~19세","내국인-이혼","","",
"수성구","20~24세","내국인(15세이상)-계","","29730",
"수성구","20~24세","내국인-미혼","","29514",
"수성구","20~24세","내국인-배우자있음","","206",
"수성구","20~24세","내국인-사별","","4",
"수성구","20~24세","내국인-이혼","","6",
"수성구","25~29세","내국인(15세이상)-계","","21161",
"수성구","25~29세","내국인-미혼","","18787",
"수성구","25~29세","내국인-배우자있음","","2329",
"수성구","25~29세","내국인-사별","","1",
"수성구","25~29세","내국인-이혼","","44",
"수성구","30~34세","내국인(15세이상)-계","","22532",
"수성구","30~34세","내국인-미혼","","11513",
"수성구","30~34세","내국인-배우자있음","","10765",
"수성구","30~34세","내국인-사별","","15",
"수성구","30~34세","내국인-이혼","","239",
"수성구","35~39세","내국인(15세이상)-계","","27818",
"수성구","35~39세","내국인-미혼","","6481",
"수성구","35~39세","내국인-배우자있음","","20532",
"수성구","35~39세","내국인-사별","","74",
"수성구","35~39세","내국인-이혼","","731",
"수성구","40~44세","내국인(15세이상)-계","","40674",
"수성구","40~44세","내국인-미혼","","4643",
"수성구","40~44세","내국인-배우자있음","","33354",
"수성구","40~44세","내국인-사별","","242",
"수성구","40~44세","내국인-이혼","","2435",
"수성구","45~49세","내국인(15세이상)-계","","44946",
"수성구","45~49세","내국인-미혼","","3200",
"수성구","45~49세","내국인-배우자있음","","37342",
"수성구","45~49세","내국인-사별","","686",
"수성구","45~49세","내국인-이혼","","3718",
"수성구","50~54세","내국인(15세이상)-계","","38999",
"수성구","50~54세","내국인-미혼","","1407",
"수성구","50~54세","내국인-배우자있음","","32551",
"수성구","50~54세","내국인-사별","","1267",
"수성구","50~54세","내국인-이혼","","3774",
"수성구","55~59세","내국인(15세이상)-계","","33547",
"수성구","55~59세","내국인-미혼","","991",
"수성구","55~59세","내국인-배우자있음","","27571",
"수성구","55~59세","내국인-사별","","2097",
"수성구","55~59세","내국인-이혼","","2888",
"수성구","60~64세","내국인(15세이상)-계","","23554",
"수성구","60~64세","내국인-미혼","","437",
"수성구","60~64세","내국인-배우자있음","","19136",
"수성구","60~64세","내국인-사별","","2442",
"수성구","60~64세","내국인-이혼","","1539",
"수성구","65~69세","내국인(15세이상)-계","","17203",
"수성구","65~69세","내국인-미혼","","153",
"수성구","65~69세","내국인-배우자있음","","13116",
"수성구","65~69세","내국인-사별","","3108",
"수성구","65~69세","내국인-이혼","","826",
"수성구","70~74세","내국인(15세이상)-계","","14388",
"수성구","70~74세","내국인-미혼","","103",
"수성구","70~74세","내국인-배우자있음","","9796",
"수성구","70~74세","내국인-사별","","3996",
"수성구","70~74세","내국인-이혼","","493",
"수성구","75~79세","내국인(15세이상)-계","","10818",
"수성구","75~79세","내국인-미혼","","72",
"수성구","75~79세","내국인-배우자있음","","6241",
"수성구","75~79세","내국인-사별","","4284",
"수성구","75~79세","내국인-이혼","","221",
"수성구","80~84세","내국인(15세이상)-계","","6997",
"수성구","80~84세","내국인-미혼","","84",
"수성구","80~84세","내국인-배우자있음","","3093",
"수성구","80~84세","내국인-사별","","3723",
"수성구","80~84세","내국인-이혼","","97",
"수성구","85세이상","내국인(15세이상)-계","","3924",
"수성구","85세이상","내국인-미혼","","21",
"수성구","85세이상","내국인-배우자있음","","978",
"수성구","85세이상","내국인-사별","","2912",
"수성구","85세이상","내국인-이혼","","13",
"달서구","합계","내국인(15세이상)-계","","513628",
"달서구","합계","내국인-미혼","","167545",
"달서구","합계","내국인-배우자있음","","287238",
"달서구","합계","내국인-사별","","32857",
"달서구","합계","내국인-이혼","","25988",
"달서구","15~19세","내국인(15세이상)-계","","44449",
"달서구","15~19세","내국인-미혼","","44412",
"달서구","15~19세","내국인-배우자있음","","37",
"달서구","15~19세","내국인-사별","","",
"달서구","15~19세","내국인-이혼","","",
"달서구","20~24세","내국인(15세이상)-계","","46553",
"달서구","20~24세","내국인-미혼","","46012",
"달서구","20~24세","내국인-배우자있음","","514",
"달서구","20~24세","내국인-사별","","",
"달서구","20~24세","내국인-이혼","","27",
"달서구","25~29세","내국인(15세이상)-계","","36475",
"달서구","25~29세","내국인-미혼","","31535",
"달서구","25~29세","내국인-배우자있음","","4819",
"달서구","25~29세","내국인-사별","","1",
"달서구","25~29세","내국인-이혼","","120",
"달서구","30~34세","내국인(15세이상)-계","","40510",
"달서구","30~34세","내국인-미혼","","19210",
"달서구","30~34세","내국인-배우자있음","","20850",
"달서구","30~34세","내국인-사별","","21",
"달서구","30~34세","내국인-이혼","","429",
"달서구","35~39세","내국인(15세이상)-계","","43459",
"달서구","35~39세","내국인-미혼","","10046",
"달서구","35~39세","내국인-배우자있음","","31894",
"달서구","35~39세","내국인-사별","","101",
"달서구","35~39세","내국인-이혼","","1418",
"달서구","40~44세","내국인(15세이상)-계","","52067",
"달서구","40~44세","내국인-미혼","","7240",
"달서구","40~44세","내국인-배우자있음","","40782",
"달서구","40~44세","내국인-사별","","573",
"달서구","40~44세","내국인-이혼","","3472",
"달서구","45~49세","내국인(15세이상)-계","","56511",
"달서구","45~49세","내국인-미혼","","4272",
"달서구","45~49세","내국인-배우자있음","","45850",
"달서구","45~49세","내국인-사별","","1184",
"달서구","45~49세","내국인-이혼","","5205",
"달서구","50~54세","내국인(15세이상)-계","","54957",
"달서구","50~54세","내국인-미혼","","2263",
"달서구","50~54세","내국인-배우자있음","","44788",
"달서구","50~54세","내국인-사별","","2217",
"달서구","50~54세","내국인-이혼","","5689",
"달서구","55~59세","내국인(15세이상)-계","","47182",
"달서구","55~59세","내국인-미혼","","1143",
"달서구","55~59세","내국인-배우자있음","","38134",
"달서구","55~59세","내국인-사별","","3331",
"달서구","55~59세","내국인-이혼","","4574",
"달서구","60~64세","내국인(15세이상)-계","","32032",
"달서구","60~64세","내국인-미혼","","558",
"달서구","60~64세","내국인-배우자있음","","24944",
"달서구","60~64세","내국인-사별","","3903",
"달서구","60~64세","내국인-이혼","","2627",
"달서구","65~69세","내국인(15세이상)-계","","21063",
"달서구","65~69세","내국인-미혼","","323",
"달서구","65~69세","내국인-배우자있음","","15442",
"달서구","65~69세","내국인-사별","","3994",
"달서구","65~69세","내국인-이혼","","1304",
"달서구","70~74세","내국인(15세이상)-계","","15840",
"달서구","70~74세","내국인-미혼","","232",
"달서구","70~74세","내국인-배우자있음","","9832",
"달서구","70~74세","내국인-사별","","5154",
"달서구","70~74세","내국인-이혼","","622",
"달서구","75~79세","내국인(15세이상)-계","","11998",
"달서구","75~79세","내국인-미혼","","142",
"달서구","75~79세","내국인-배우자있음","","6124",
"달서구","75~79세","내국인-사별","","5323",
"달서구","75~79세","내국인-이혼","","409",
"달서구","80~84세","내국인(15세이상)-계","","6779",
"달서구","80~84세","내국인-미혼","","101",
"달서구","80~84세","내국인-배우자있음","","2457",
"달서구","80~84세","내국인-사별","","4142",
"달서구","80~84세","내국인-이혼","","79",
"달서구","85세이상","내국인(15세이상)-계","","3753",
"달서구","85세이상","내국인-미혼","","56",
"달서구","85세이상","내국인-배우자있음","","771",
"달서구","85세이상","내국인-사별","","2913",
"달서구","85세이상","내국인-이혼","","13",
"달성군","합계","내국인(15세이상)-계","","154553",
"달성군","합계","내국인-미혼","","43540",
"달성군","합계","내국인-배우자있음","","93055",
"달성군","합계","내국인-사별","","11459",
"달성군","합계","내국인-이혼","","6499",
"달성군","15~19세","내국인(15세이상)-계","","11367",
"달성군","15~19세","내국인-미혼","","11359",
"달성군","15~19세","내국인-배우자있음","","8",
"달성군","15~19세","내국인-사별","","",
"달성군","15~19세","내국인-이혼","","",
"달성군","20~24세","내국인(15세이상)-계","","11118",
"달성군","20~24세","내국인-미혼","","10889",
"달성군","20~24세","내국인-배우자있음","","218",
"달성군","20~24세","내국인-사별","","3",
"달성군","20~24세","내국인-이혼","","8",
"달성군","25~29세","내국인(15세이상)-계","","10034",
"달성군","25~29세","내국인-미혼","","8078",
"달성군","25~29세","내국인-배우자있음","","1904",
"달성군","25~29세","내국인-사별","","2",
"달성군","25~29세","내국인-이혼","","50",
"달성군","30~34세","내국인(15세이상)-계","","13200",
"달성군","30~34세","내국인-미혼","","4945",
"달성군","30~34세","내국인-배우자있음","","8052",
"달성군","30~34세","내국인-사별","","10",
"달성군","30~34세","내국인-이혼","","193",
"달성군","35~39세","내국인(15세이상)-계","","15221",
"달성군","35~39세","내국인-미혼","","2773",
"달성군","35~39세","내국인-배우자있음","","12054",
"달성군","35~39세","내국인-사별","","48",
"달성군","35~39세","내국인-이혼","","346",
"달성군","40~44세","내국인(15세이상)-계","","16588",
"달성군","40~44세","내국인-미혼","","2081",
"달성군","40~44세","내국인-배우자있음","","13525",
"달성군","40~44세","내국인-사별","","126",
"달성군","40~44세","내국인-이혼","","856",
"달성군","45~49세","내국인(15세이상)-계","","16063",
"달성군","45~49세","내국인-미혼","","1368",
"달성군","45~49세","내국인-배우자있음","","13093",
"달성군","45~49세","내국인-사별","","241",
"달성군","45~49세","내국인-이혼","","1361",
"달성군","50~54세","내국인(15세이상)-계","","16190",
"달성군","50~54세","내국인-미혼","","749",
"달성군","50~54세","내국인-배우자있음","","13389",
"달성군","50~54세","내국인-사별","","676",
"달성군","50~54세","내국인-이혼","","1376",
"달성군","55~59세","내국인(15세이상)-계","","13968",
"달성군","55~59세","내국인-미혼","","607",
"달성군","55~59세","내국인-배우자있음","","11332",
"달성군","55~59세","내국인-사별","","953",
"달성군","55~59세","내국인-이혼","","1076",
"달성군","60~64세","내국인(15세이상)-계","","9478",
"달성군","60~64세","내국인-미혼","","277",
"달성군","60~64세","내국인-배우자있음","","7512",
"달성군","60~64세","내국인-사별","","1106",
"달성군","60~64세","내국인-이혼","","583",
"달성군","65~69세","내국인(15세이상)-계","","6818",
"달성군","65~69세","내국인-미혼","","188",
"달성군","65~69세","내국인-배우자있음","","4970",
"달성군","65~69세","내국인-사별","","1299",
"달성군","65~69세","내국인-이혼","","361",
"달성군","70~74세","내국인(15세이상)-계","","5598",
"달성군","70~74세","내국인-미혼","","119",
"달성군","70~74세","내국인-배우자있음","","3449",
"달성군","70~74세","내국인-사별","","1842",
"달성군","70~74세","내국인-이혼","","188",
"달성군","75~79세","내국인(15세이상)-계","","4356",
"달성군","75~79세","내국인-미혼","","52",
"달성군","75~79세","내국인-배우자있음","","2173",
"달성군","75~79세","내국인-사별","","2079",
"달성군","75~79세","내국인-이혼","","52",
"달성군","80~84세","내국인(15세이상)-계","","2851",
"달성군","80~84세","내국인-미혼","","21",
"달성군","80~84세","내국인-배우자있음","","1027",
"달성군","80~84세","내국인-사별","","1769",
"달성군","80~84세","내국인-이혼","","34",
"달성군","85세이상","내국인(15세이상)-계","","1703",
"달성군","85세이상","내국인-미혼","","34",
"달성군","85세이상","내국인-배우자있음","","349",
"달성군","85세이상","내국인-사별","","1305",
"달성군","85세이상","내국인-이혼","","15",
"인천광역시","합계","내국인(15세이상)-계","","2413486",
"인천광역시","합계","내국인-미혼","","766332",
"인천광역시","합계","내국인-배우자있음","","1338076",
"인천광역시","합계","내국인-사별","","158480",
"인천광역시","합계","내국인-이혼","","150598",
"인천광역시","15~19세","내국인(15세이상)-계","","178024",
"인천광역시","15~19세","내국인-미혼","","177804",
"인천광역시","15~19세","내국인-배우자있음","","206",
"인천광역시","15~19세","내국인-사별","","12",
"인천광역시","15~19세","내국인-이혼","","2",
"인천광역시","20~24세","내국인(15세이상)-계","","196000",
"인천광역시","20~24세","내국인-미혼","","191592",
"인천광역시","20~24세","내국인-배우자있음","","4208",
"인천광역시","20~24세","내국인-사별","","56",
"인천광역시","20~24세","내국인-이혼","","144",
"인천광역시","25~29세","내국인(15세이상)-계","","179897",
"인천광역시","25~29세","내국인-미혼","","149702",
"인천광역시","25~29세","내국인-배우자있음","","29246",
"인천광역시","25~29세","내국인-사별","","29",
"인천광역시","25~29세","내국인-이혼","","920",
"인천광역시","30~34세","내국인(15세이상)-계","","214553",
"인천광역시","30~34세","내국인-미혼","","96661",
"인천광역시","30~34세","내국인-배우자있음","","113601",
"인천광역시","30~34세","내국인-사별","","196",
"인천광역시","30~34세","내국인-이혼","","4095",
"인천광역시","35~39세","내국인(15세이상)-계","","225007",
"인천광역시","35~39세","내국인-미혼","","55868",
"인천광역시","35~39세","내국인-배우자있음","","159409",
"인천광역시","35~39세","내국인-사별","","516",
"인천광역시","35~39세","내국인-이혼","","9214",
"인천광역시","40~44세","내국인(15세이상)-계","","244724",
"인천광역시","40~44세","내국인-미혼","","40862",
"인천광역시","40~44세","내국인-배우자있음","","182937",
"인천광역시","40~44세","내국인-사별","","1804",
"인천광역시","40~44세","내국인-이혼","","19121",
"인천광역시","45~49세","내국인(15세이상)-계","","251660",
"인천광역시","45~49세","내국인-미혼","","24252",
"인천광역시","45~49세","내국인-배우자있음","","193927",
"인천광역시","45~49세","내국인-사별","","4218",
"인천광역시","45~49세","내국인-이혼","","29263",
"인천광역시","50~54세","내국인(15세이상)-계","","252792",
"인천광역시","50~54세","내국인-미혼","","14631",
"인천광역시","50~54세","내국인-배우자있음","","197129",
"인천광역시","50~54세","내국인-사별","","8823",
"인천광역시","50~54세","내국인-이혼","","32209",
"인천광역시","55~59세","내국인(15세이상)-계","","224240",
"인천광역시","55~59세","내국인-미혼","","8106",
