"충청남도",천안시,86.42,157.08
"충청남도",공주시,131.03,666.29
"충청남도",보령시,250.51,333.88
"충청남도",아산시,144.82,210.98
"충청남도",서산시,336.32,882.32
"충청남도",논산시,138.93,537.69
"충청남도",계룡시,110.17,1015.37
"충청남도",당진시,412.34,281.03
"충청남도",금산군,179.89,801.52
"충청남도",부여군,106.99,967.30
"충청남도",서천군,338.79,536.11
"충청남도",청양군,198.83,460.97
"충청남도",홍성군,147.51,297.94
"충청남도",예산군,219.59,506.25
"충청남도",태안군,236.71,690.75
"전라북도",소계,138.87,412.44
"전라북도",전주시,71.18,232.67
"전라북도",군산시,214.52,348.70
"전라북도",익산시,122.39,182.03
"전라북도",정읍시,201.55,405.47
"전라북도",남원시,164.76,381.17
"전라북도",김제시,278.58,732.96
"전라북도",완주군,261.24,2394.58
"전라북도",진안군,168.57,834.61
"전라북도",무주군,223.35,928.37
"전라북도",장수군,237.15,627.42
"전라북도",임실군,207.45,942.64
"전라북도",순창군,95.97,886.83
"전라북도",고창군,268.21,1125.98
"전라북도",부안군,332.15,1356.48
"전라남도",소계,270.35,871.45
"전라남도",목포시,108.09,128.04
"전라남도",여수시,354.55,867.54
"전라남도",순천시,114.11,676.00
"전라남도",나주시,289.43,1106.06
"전라남도",광양시,488.18,591.46
"전라남도",담양군,377.15,4210.59
"전라남도",곡성군,257.56,1182.19
"전라남도",구례군,225.58,655.78
"전라남도",고흥군,168.14,670.15
"전라남도",보성군,187.96,1025.82
"전라남도",화순군,155.04,1685.60
"전라남도",장흥군,230.24,1286.43
"전라남도",강진군,438.01,1354.83
"전라남도",해남군,741.00,1275.04
"전라남도",영암군,704.11,1296.67
"전라남도",무안군,158.80,398.90
"전라남도",함평군,787.47,2395.91
"전라남도",영광군,372.68,959.63
"전라남도",장성군,424.78,3811.42
"전라남도",완도군,206.09,1046.62
"전라남도",진도군,289.07,1575.29
"전라남도",신안군,90.11,729.46
"경상북도",소계,189.50,651.20
"경상북도",포항시,190.12,433.50
"경상북도",경주시,256.10,1884.05
"경상북도",김천시,213.15,410.50
"경상북도",안동시,156.85,495.49
"경상북도",구미시,148.03,315.33
"경상북도",영주시,150.83,441.79
"경상북도",영천시,273.56,595.11
"경상북도",상주시,245.35,728.38
"경상북도",문경시,201.93,514.46
"경상북도",경산시,126.32,370.13
"경상북도",군위군,292.62,1335.09
"경상북도",의성군,203.59,1009.34
"경상북도",청송군,156.33,351.85
"경상북도",영양군,223.68,1295.29
"경상북도",영덕군,226.05,573.88
"경상북도",청도군,173.07,1144.11
"경상북도",고령군,338.25,1326.36
"경상북도",성주군,289.95,459.68
"경상북도",칠곡군,195.22,1321.13
"경상북도",예천군,253.81,344.05
"경상북도",봉화군,212.60,696.94
"경상북도",울진군,315.39,927.03
"경상북도",울릉군,148.56,1202.39
"경상남도",소계,135.37,509.37
"경상남도",창원시,108.73,347.42
"경상남도",진주시,89.66,785.72
"경상남도",통영시,179.08,415.84
"경상남도",사천시,257.67,698.05
"경상남도",김해시,114.75,409.82
"경상남도",밀양시,233.58,665.14
"경상남도",거제시,122.22,323.27
"경상남도",양산시,134.65,773.79
"경상남도",의령군,308.69,947.43
"경상남도",함안군,330.40,740.54
"경상남도",창녕군,293.30,1100.20
"경상남도",고성군,332.21,476.61
"경상남도",남해군,109.62,783.40
"경상남도",하동군,646.51,394.08
"경상남도",산청군,429.47,1102.38
"경상남도",함양군,182.85,839.84
"경상남도",거창군,158.79,621.51
"경상남도",합천군,140.63,747.72
"제주특별자치도",소계,108.25,643.07
"제주특별자치도",제주시,83.64,411.25
"제주특별자치도",서귀포시,178.43,1304.32
